Date,Stock,GapSize,MarketCap,OpenAdjusted,OpenUnadjusted,PreVolume,AvgVolume10D,PreRVOL,Pre$Volume,PreHigh,Open/PreHigh,Weekday,GapSizeAbs,GapSizeRel,MaxGain/Gap,PreBreakTime,HODTime,Day1/Gap,Day1,Day2,Overnight,2Day,Volume,$volume,close,high,low,CloseUnadjusted,HighUnadjusted,LowUnadjusted,Day1Trade,Day2Trade,OvernightTrade,2DayTrade,Day1TradeCum,Day2TradeCum,OvernightTradeCum,2DayTradeCum,AF6M,AF12M,Price935,Price945,Price1000,Price1100,Price1300,Price1500,Change935/Gap,Change945/Gap,Change1000/Gap,Change1100/Gap,Change1300/Gap,Change1500/Gap
2017-01-09,DFFN,21.359223300970886,580945875.3000001,37.5,2.5,0.0,,,,,,0,0.43999999999999995,2.087773030712286,7.345681818181816,,15:59:00,-109.09090909090911,-1.28,-0.38,-0.68,-2.34,647522.0,39822603.0,85.5,85.9815,32.496,5.7,5.7321,2.1664000000000003,-0.128,-0.038000000000000006,-0.068,-0.23399999999999999,-0.024418241938759258,-0.014484878861779255,-0.104287881777648,-0.14319100257818645,,,0.0,0.0,35.061,0.0,0.0,69.5955,,,-0.36954545454545445,,,4.862954545454545
2017-01-10,RKDA,17.391304347826097,21962392.65,21.6,1.08,466.55,,,,25.0,0.48484848484848503,1,0.16000000000000025,1.8571427409354204,0.6249999999999994,,09:30:00,11.249999999999986,0.08333333333333336,0.07407407407407414,-0.009259259259259226,0.14814814814814828,161724.0,3347686.8000000003,19.8,23.6,19.6,0.99,1.1800000000000002,0.9800000000000001,0.008333333333333337,0.007407407407407415,-0.0009259259259259226,0.01481481481481483,-0.01608490860542592,-0.007077471454371841,-0.10521380770357393,-0.12837618776337162,,,20.4,0.0,0.0,0.0,20.4,0.0,-0.37500000000000056,,,,-0.37500000000000056,
2017-01-10,DFFN,29.824561403508774,851034747.15,111.0,7.4,4097.4671,,,,120.0,0.7391304347826089,1,1.7000000000000002,2.9152237454363723,4.764705882352941,09:30:00,09:44:00,-8.38235294117647,-0.12837837837837837,0.16216216216216217,0.1554054054054054,0.1891891891891892,2481120.0,293082300.0,125.25,232.5,108.75,8.35,15.5,7.25,-0.012837837837837839,0.016216216216216217,0.015540540540540541,0.01891891891891892,-0.028922746443263758,0.009138744761844377,-0.0896732671630334,-0.1094572688444527,,,0.0,186.75,162.75,155.85,145.152,0.0,,2.9705882352941178,2.0294117647058822,1.7588235294117645,1.3392941176470583,
2017-01-10,NSPR,29.602888086642597,26394000.0,94237.5,3.59,1.8227999999999998,,,,93187.5,1.051282051282051,1,0.8199999999999994,2.852178732661743,0.4634146341463415,09:30:00,09:37:00,13125.00000000001,0.11420612813370473,-0.024401114206128133,0.04668523676880223,0.13649025069637882,2981717.0,264944191181.25,83475.0,104212.5,80062.5,3.18,3.97,3.05,0.011420612813370474,-0.0024401114206128137,0.004668523676880223,0.013649025069637883,-0.017502133629893286,0.006698633341231563,-0.08500474348615317,-0.09580824377481481,,,92914.5,98962.5,90300.0,85312.5,89512.5,81375.0,-0.06146341463414634,0.21951219512195122,-0.18292682926829268,-0.4146341463414634,-0.21951219512195122,-0.5975609756097561
2017-01-10,CLRB,16.793893129771,84625250.64,15.3,1.53,6121.099999999999,,,,16.3,0.6874999999999998,1,0.21999999999999997,2.137954212650533,0.3181818181818177,,09:34:00,6.590909090909096,0.09477124183006543,0.05228758169934633,-0.022875816993464027,0.12418300653594773,1186661.0,17295584.075,13.85,16.0,13.5,1.385,1.6,1.35,0.009477124183006544,0.005228758169934633,-0.0022875816993464027,0.012418300653594774,-0.008025009446886743,0.011927391511166195,-0.08729232518549956,-0.08338994312122004,,,15.2,14.9,14.6,13.899,14.0,13.9,-0.04545454545454608,-0.18181818181818188,-0.3181818181818185,-0.6368181818181822,-0.5909090909090909,-0.6363636363636362
2017-01-11,XTNT,24.955373081042474,60757322.49999999,8.4,0.7,2635.6665000000003,,,,8.88,0.7775305895439375,2,0.1397999999999998,2.865589337771589,1.052932761087267,09:38:00,09:39:00,0.0,0.0,0.09885714285714285,0.057000000000000065,0.15585714285714292,2565439.0,21549687.6,8.4,10.1664,7.4208,0.7,0.8471999999999998,0.6184,0.0,0.009885714285714286,0.005700000000000007,0.015585714285714293,-0.008025009446886743,0.02181310579688048,-0.08159232518549955,-0.06780422883550574,,,7.812,8.8908,7.4208,8.4012,8.16,0.0,-0.3505007153075823,0.29256080114449223,-0.5836909871244639,0.0007153075822597637,-0.14306151645207452,
2017-01-11,PULM,17.803992740471863,37124380.92,129.82,0.6491,0.0,,,,,,2,0.09809999999999997,2.0031685744580234,0.5188583078491341,,14:34:00,-22.2222222222223,-0.016792481898012687,0.0329687259282083,-0.048374672623632736,-0.03219842859343712,92599.0,12122135.09,132.0,140.0,110.2,0.66,0.7,0.551,-0.0016792481898012688,0.00329687259282083,-0.004837467262363274,-0.003219842859343712,-0.009704257636688012,0.02510997838970131,-0.08642979244786282,-0.07102407169484945,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-01-11,BDR,17.647058823529417,6818770.750000001,0.6,0.6,0.0,,,,,,2,0.08999999999999997,1.7963060746343842,0.0,,09:33:00,0.555555555555555,0.08333333333333323,-0.16666666666666663,-0.016666666666666684,-0.10000000000000009,32493.0,18683.475,0.55,0.6,0.5224,0.55,0.6,0.5224,0.008333333333333323,-0.016666666666666663,-0.0016666666666666685,-0.010000000000000009,-0.0013709243033546894,0.008443311723034648,-0.08809645911452949,-0.08102407169484946,,,0.0,0.53,0.0,0.0,0.0,0.0,,-0.7777777777777775,,,,
2017-01-11,AUMN,26.578125000000007,111667683.37079999,0.8101,0.8101,69675.0,,,,0.99,0.48600000000000015,2,0.17010000000000003,3.6128206249433146,0.22163433274544356,,09:31:00,0.7301587301587306,0.1533144056289348,0.09961733119367978,-0.07912603382298487,0.17380570299962972,1174096.0,878223.808,0.6859,0.8478,0.6613,0.6859,0.8478,0.6613,0.015331440562893482,0.00996173311936798,-0.007912603382298487,0.017380570299962973,0.013960516259538792,0.01840504484240263,-0.09600906249682797,-0.06364350139488649,,,0.73,0.6947,0.6902,0.701,0.0,0.6862,-0.47089947089947115,-0.6784244562022342,-0.7048794826572603,-0.6413874191651974,,-0.728395061728395
2017-01-11,BIOC,58.011049723756905,45642486.66,858.0,2.86,16609.046700000003,,,,867.0,0.9722222222222221,2,1.0499999999999998,6.404969670950264,0.5047619047619047,09:30:00,09:36:00,42.85714285714286,0.05244755244755245,0.038461538461538464,0.16433566433566432,0.25524475524475526,63054744.0,52682238612.0,813.0,1017.0,630.0,2.71,3.39,2.1,0.005244755244755245,0.0038461538461538464,0.016433566433566433,0.025524475524475527,0.019205271504294037,0.022251198688556476,-0.07957549606326154,-0.038119025870410966,,,930.0,858.0,861.0,735.0,690.03,678.18,0.22857142857142856,0.0,0.009523809523809525,-0.3904761904761905,-0.5332380952380953,-0.5708571428571431
2017-01-12,DCTH,23.456790123456784,3229410.871,61075000.0,0.5,0.0004,,,,69625500.0,0.5757575757575755,3,0.09499999999999997,2.268325467532107,0.0,,09:30:00,78433157.89473687,0.122,0.07,-0.002,0.19,1792318.0,102788406717150.0,53623850.0,61075000.0,51303000.0,0.439,0.5,0.42,0.0122,0.007000000000000001,-0.0002,0.019000000000000003,0.031405271504294036,0.029251198688556475,-0.07977549606326155,-0.019119025870410963,,,55101865.0,53746000.0,53880365.0,54356750.0,54967500.0,53123035.0,-0.5147368421052632,-0.631578947368421,-0.62,-0.5789473684210527,-0.5263157894736842,-0.6852631578947368
2017-01-17,CLSN,57.25641025641026,44144445.36,128.793,0.6133,11750.7052,2705115.9,0.004343882345299882,,143.85,0.7569491525423732,1,0.22329999999999994,6.840566353625898,0.052395879982086745,,09:30:00,97.14733542319757,0.16843306701451174,0.1954997554214903,-0.03407793901842499,0.32985488341757707,11498724.0,1356234250.266,107.1,131.25,100.926,0.5099999999999999,0.6249999999999999,0.48059999999999997,0.016843306701451174,0.01954997554214903,-0.0034077939018424992,0.032985488341757706,0.04824857820574521,0.048801174230705506,-0.08318328996510405,0.013866462471346742,,,113.442,108.15,115.5,114.408,111.216,108.066,-0.32736229287953456,-0.44021495745633676,-0.2834751455441112,-0.30676220331392756,-0.37483206448723716,-0.4420062695924766
2017-01-17,BNTC,43.24324324324324,24515070.0,39.75,2.65,733.6668,,,,45.0,0.6956521739130433,1,0.7999999999999998,5.056215887575777,2.1875,09:30:00,09:42:00,-6.562500000000002,-0.1320754716981132,0.07745911949685536,0.16603773584905665,0.1114213836477988,8883741.0,376448524.875,45.0,66.0,35.255,3.0,4.4,2.3503333333333334,-0.013207547169811321,0.007745911949685536,0.016603773584905664,0.011142138364779881,0.035041031035933895,0.056547086180391046,-0.06657951638019838,0.025008600836126625,,,43.2,54.0,52.35,46.35,57.522,48.75,0.28750000000000026,1.1875,1.05,0.5500000000000002,1.4809999999999999,0.75
2017-01-18,DCTH,26.595744680851062,2958699.4358,72679250.0,0.595,0.015099999999999995,3803907.2,3.969602623323722e-09,,78163785.0,0.735726898175397,2,0.125,2.571869581048442,0.84,09:31:00,09:32:00,188404160.0,0.3240336134453782,0.13394957983193279,0.020504201680672268,0.4784873949579832,19217907.0,1170447215748930.0,49128730.0,85505000.0,49018795.0,0.4022,0.7,0.4013,0.03240336134453782,0.01339495798319328,0.002050420168067227,0.04784873949579832,0.06744439238047172,0.06994204416358432,-0.06452909621213115,0.07285734033192495,,,76954500.0,70810355.0,62406435.0,54112450.0,0.0,50594530.0,0.28,-0.1224,-0.6728,-1.216,,-1.4464
2017-01-19,BIOC,19.20529801324504,27789705.9,540.0,1.8,1381.4797999999998,11863027.1,0.00011645255366566598,,570.0,0.743589743589744,3,0.29000000000000004,2.120446912823586,0.10344827586206896,,09:30:00,155.17241379310343,0.08333333333333333,0.05555555555555555,0.0,0.1388888888888889,5842902.0,3023701785.0,495.0,549.0,468.0,1.65,1.83,1.56,0.008333333333333333,0.005555555555555556,0.0,0.01388888888888889,0.07577772571380505,0.07549759971913987,-0.06452909621213115,0.08674622922081385,,,510.0,480.0,528.0,510.0,511.5,505.5,-0.3448275862068966,-0.6896551724137931,-0.13793103448275862,-0.3448275862068966,-0.3275862068965517,-0.39655172413793105
2017-01-19,GLBS,23.987034035656407,151449303.36,7650.0,7.65,27.964,1591325.2,1.7572775193907567e-05,,7500.0,1.1127819548872182,3,1.4799999999999995,2.330906869213074,1.2297297297297298,09:30:00,10:09:00,195.945945945946,0.03790849673202614,0.02483660130718954,-0.330718954248366,-0.2679738562091503,5248042.0,39386555210.0,7360.0,9470.0,6890.0,7.36,9.47,6.89,0.003790849673202614,0.0024836601307189543,-0.0330718954248366,-0.026797385620915035,0.07956857538700766,0.07798125984985882,-0.09760099163696775,0.05994884359989881,,,8170.0,8510.0,8838.0,7966.1,0.0,7030.0,0.35135135135135137,0.581081081081081,0.8027027027027027,0.21358108108108131,,-0.4189189189189189
2017-01-20,GLBS,34.375,199600304.7,9890.0,9.89,195.20500000000004,1994634.8,9.78650327368198e-05,,10800.0,0.7354651162790696,4,2.5300000000000002,3.340343099947029,0.782608695652174,09:31:00,09:34:00,75.098814229249,0.019211324570273004,0.043478260869565216,-0.15166835187057634,-0.08897876643073811,4130472.0,40457973240.0,9700.0,11870.0,8160.0,9.700000000000001,11.870000000000001,8.16,0.0019211324570273004,0.004347826086956522,-0.015166835187057635,-0.008897876643073812,0.08148970784403496,0.08232908593681534,-0.11276782682402539,0.051050966956825,,,11470.0,10100.0,9350.0,9060.0,8517.2,8474.7,0.6245059288537549,0.08300395256916997,-0.2134387351778656,-0.32806324110671936,-0.5426086956521736,-0.5594071146245057
2017-01-20,BLPH,21.259842519685044,6369300.73,11.55,0.77,17730.799699999996,1050270.1,0.016882133176979897,,12.3,0.7297297297297302,4,0.1349999999999999,2.6024276208320116,0.07407407407407336,,09:31:00,11.11111111111112,0.12987012987012986,0.040129870129870265,-0.06493506493506493,0.1050649350649352,1594328.0,17218742.400000002,10.05,11.7,9.9,0.67,0.7799999999999999,0.66,0.012987012987012986,0.004012987012987026,-0.006493506493506493,0.01050649350649352,0.09447672083104795,0.08634207294980237,-0.11926133331753189,0.06155746046331852,,,11.5515,10.83,10.9485,0.0,10.3515,10.3485,0.0007407407407407687,-0.3555555555555558,-0.2970370370370377,,-0.5918518518518523,-0.5933333333333338
2017-01-23,BIOL,19.047619047619047,257509627.2,8.75,1.75,94270.2,547589.7,0.1721548086094388,,9.5,0.6511627906976741,0,0.28,2.0751363475062976,0.32142857142857084,,09:39:00,1.2499999999999987,0.03999999999999996,0.0,0.045714285714285756,0.08571428571428572,3860375.0,33102715.624999996,8.4,9.2,7.8,1.6800000000000002,1.8399999999999999,1.56,0.003999999999999996,0.0,0.004571428571428576,0.008571428571428572,0.09847672083104794,0.08634207294980237,-0.11468990474610331,0.0701288890347471,,,8.4,8.6,8.45,8.06,8.075,8.25,-0.2499999999999997,-0.10714285714285737,-0.21428571428571475,-0.4928571428571424,-0.48214285714285754,-0.35714285714285704
2017-01-23,MRNS,20.68965517241379,50369906.35,5.6,1.4,250930.75,4347052.3,0.05772434575953917,,6.6,0.4897959183673467,0,0.24,2.6050015669858007,1.9583333333333341,09:33:00,09:52:00,0.4999999999999968,0.02142857142857129,0.07142857142857134,-0.02857142857142844,0.06428571428571418,27070779.0,149972115.66,5.48,7.48,5.28,1.37,1.87,1.32,0.002142857142857129,0.007142857142857135,-0.002857142857142844,0.006428571428571419,0.10061957797390507,0.0934849300926595,-0.11754704760324616,0.07655746046331852,,,6.16,6.56,6.76,6.88,6.07,5.88,0.5833333333333339,1.0,1.2083333333333335,1.3333333333333337,0.48958333333333404,0.29166666666666696
2017-01-23,GLBS,15.463917525773185,221618070.26999998,11200.0,11.2,235.12900000000002,2574915.8,9.131521892871217e-05,,12100.0,0.6249999999999996,0,1.4999999999999982,1.5026848059742952,0.8666666666666667,11:01:00,11:18:00,286.666666666667,0.038392857142857145,0.03571428571428571,0.07857142857142857,0.15267857142857144,5895418.0,64761166730.0,10770.0,12500.0,9210.0,10.77,12.499999999999998,9.209999999999999,0.003839285714285715,0.0035714285714285713,0.007857142857142858,0.015267857142857146,0.10445886368819078,0.09705635866408807,-0.10968990474610331,0.09182531760617565,,,10500.0,9882.3,9280.0,11870.0,10600.0,0.0,-0.4666666666666667,-0.8784666666666672,-1.28,0.44666666666666666,-0.4,
2017-01-24,AVNW,21.545893719806774,137981030.38,6.29,12.58,600.0,10576.9,0.05672739649613781,,6.5,0.8415094339622644,1,2.2300000000000004,4.534685078766903,0.18834080717488783,,09:30:00,0.05381165919282515,0.019077901430842623,-0.003974562798092266,-0.008744038155802816,0.006359300476947541,33075.0,206057.25,6.17,6.5,6.125,12.34,13.0,12.25,0.0019077901430842625,-0.0003974562798092266,-0.0008744038155802816,0.0006359300476947542,0.10636665383127504,0.09665890238427885,-0.11056430856168359,0.09246124765387041,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2017-01-24,CLRB,19.565217391304344,94706959.2,16.5,1.65,71939.99999999999,2258289.6,0.031855967454307,,16.8,0.8999999999999995,1,0.2699999999999998,2.490758909797408,1.1111111111111114,09:30:00,09:39:00,3.7037037037037064,0.06060606060606061,0.024242424242424156,-0.012121212121212078,0.07272727272727268,17612531.0,281800496.0,15.5,19.5,15.3,1.55,1.95,1.53,0.0060606060606060615,0.0024242424242424156,-0.0012121212121212078,0.007272727272727268,0.1124272598918811,0.09908314480852126,-0.1117764297738048,0.09973397492659768,,,18.6,17.8,17.239,15.993,15.845,15.799,0.7777777777777785,0.4814814814814819,0.27370370370370406,-0.1877777777777777,-0.24259259259259242,-0.2596296296296299
2017-01-26,FFHL,60.17316017316017,11169162.54,3.7,3.7,10204.0,437796.6,0.02330762733196192,,3.59,1.0859375000000002,3,1.3900000000000001,6.916867992549997,1.079136690647482,09:30:00,09:34:00,0.20143884892086347,0.07567567567567574,0.008108108108108055,0.056756756756756746,0.14054054054054055,3733500.0,13291260.0,3.42,5.2,3.3,3.42,5.2,3.3,0.0075675675675675735,0.0008108108108108056,0.005675675675675675,0.014054054054054056,0.11999482745944867,0.09989395561933206,-0.10610075409812912,0.11378802898065174,,,4.38,3.86,3.96,3.53,0.0,0.0,0.4892086330935249,0.11510791366906452,0.18705035971223005,-0.12230215827338155,,
2017-01-26,AVGR,39.13043478260869,296248260.5,1280.0,3.2,2858.3124999999995,1468048.3,0.0019470152991560288,,1320.0,0.8999999999999999,3,0.9000000000000004,3.782501731817433,0.2222222222222222,09:38:00,09:38:00,44.44444444444443,0.03125,0.0625,0.046875,0.140625,9912632.0,12489916320.0,1240.0,1360.0,1160.0,3.1,3.4,2.9,0.003125,0.00625,0.004687500000000001,0.0140625,0.12311982745944867,0.10614395561933207,-0.10141325409812912,0.12785052898065175,,,1240.0,1250.0,1210.0,1210.0,1200.0,1180.0,-0.1111111111111111,-0.08333333333333333,-0.19444444444444445,-0.19444444444444445,-0.2222222222222222,-0.2777777777777778
2017-01-30,CALA,32.60869565217392,505750932.0,6.1,6.1,237550.0,1200886.0,0.19781228193184033,,6.4,0.833333333333333,0,1.5,4.806447586399748,0.7666666666666669,09:32:00,10:41:00,-0.43333333333333357,-0.10655737704918039,-0.0819672131147541,0.04098360655737705,-0.14754098360655746,10422314.0,66963367.449999996,6.75,7.25,5.85,6.75,7.25,5.85,-0.010655737704918039,-0.00819672131147541,0.004098360655737705,-0.014754098360655747,0.11246408975453064,0.09794723430785666,-0.09731489344239141,0.113096430619996,,,6.155,6.1,6.505,7.05,6.7,7.075,0.03666666666666707,0.0,0.2700000000000002,0.6333333333333334,0.40000000000000036,0.6500000000000004
2017-01-31,JAGX,67.9245283018868,38257148.5,934.5,0.89,315.1916,1046154.5,0.00030128589993160665,,966.0,0.9230769230769231,1,0.36,6.007611960650305,0.4722222222222222,09:43:00,14:38:00,175.0,0.06741573033707865,0.09258426966292133,-0.0449438202247191,0.11505617977528088,9251075.0,8353720725.0,871.5,1113.0,766.5,0.83,1.06,0.73,0.006741573033707865,0.009258426966292133,-0.0044943820224719105,0.011505617977528089,0.1192056627882385,0.1072056612741488,-0.10180927546486332,0.12460204859752408,,,838.635,842.415,858.9,917.595,897.75,1050.0,-0.2536111111111111,-0.2436111111111112,-0.20000000000000007,-0.04472222222222215,-0.09722222222222222,0.3055555555555556
2017-01-31,AEZS,15.384615384615374,382400572.05,3.0,3.0,69321.0,470848.2,0.1472257937908651,,3.25,0.615384615384615,1,0.3999999999999999,1.9423897081250552,1.1250000000000007,09:41:00,09:42:00,-0.37499999999999983,-0.04999999999999997,-0.016666666666666757,0.03333333333333336,-0.03333333333333336,3069439.0,9438524.925,3.15,3.45,2.85,3.15,3.45,2.85,-0.0049999999999999975,-0.0016666666666666757,0.003333333333333336,-0.003333333333333336,0.11420566278823852,0.10553899460748212,-0.09847594213152998,0.12126871526419074,,,3.025,3.3199,3.275,3.225,3.175,3.15,0.06249999999999979,0.7997500000000004,0.6874999999999999,0.5625000000000003,0.43749999999999967,0.37499999999999983
2017-02-01,MFIN,21.777777777777786,63449728.31999999,2.74,2.74,4400.0,362302.2,0.012144557775249502,,2.7,1.0888888888888884,2,0.4900000000000002,3.878701221577693,0.3061224489795915,09:30:00,09:33:00,0.4285714285714292,0.0766423357664235,0.1003649635036496,-0.010948905109489142,0.16605839416058396,841159.0,2216453.965,2.53,2.89,2.3201,2.53,2.89,2.3201,0.0076642335766423505,0.01003649635036496,-0.0010948905109489143,0.016605839416058397,0.12186989636488087,0.11557549095784708,-0.09957083264247889,0.13787455468024915,,,2.81,2.5501,2.4399,0.0,2.49,2.56,0.14285714285714246,-0.38755102040816347,-0.6124489795918365,,-0.5102040816326529,-0.3673469387755104
2017-02-01,CBIO,18.965517241379317,18217630.06,10.35,0.69,12332.466,327915.4,0.03760868199541711,,11.361,0.6200676437429538,2,0.1100000000000001,2.6350283691489453,0.07636363636363709,,09:30:00,14.99999999999999,0.1594202898550725,0.012898550724637655,0.02898550724637671,0.20130434782608686,1759430.0,16758570.749999998,8.7,10.476,8.25,0.58,0.6984,0.55,0.015942028985507253,0.0012898550724637656,0.0028985507246376712,0.02013043478260869,0.1378119253503881,0.11686534603031085,-0.09667228191784122,0.15800498946285785,,,9.9,8.9985,9.0585,0.0,0.0,8.529,-0.27272727272727226,-0.8190909090909088,-0.782727272727272,,,-1.1036363636363633
2017-02-01,SNES,16.149870801033583,99428320.035,179.8,8.99,10.0,61173.6,0.00016346920893980411,,167.8,1.923076923076922,2,1.2500000000000009,1.7905241976052377,0.0,09:30:00,09:30:00,13.519999999999994,0.09399332591768635,0.02113459399332598,-0.03837597330367078,0.07675194660734155,14321.0,2453903.35,162.9,179.8,160.4,8.145,8.99,8.02,0.009399332591768636,0.002113459399332598,-0.0038375973303670778,0.0076751946607341555,0.14721125794215675,0.11897880542964344,-0.1005098792482083,0.165680184123592,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
